#      Time      | Net Load        | Net Load        |
#    hr:mm:ss    |#      W         |#      VAR       |
      0:15: 0         -28100.000000          0.000000
      0:45: 0         -27900.000000          0.000000
      1:15: 0         -33900.000000          0.000000
      1:45: 0         -39800.000000          0.000000
      2:15: 0         -39800.000000          0.000000
      2:45: 0         -39800.000000          0.000000
      3:15: 0         -39800.000000          0.000000
      3:45: 0         -39800.000000          0.000000
      4:15: 0         -39700.000000          0.000000
      4:45: 0         -39800.000000          0.000000
      5:15: 0         -40000.000000          0.000000
      5:45: 0         -39900.000000          0.000000
      6:15: 0         -39800.000000          0.000000
      6:45: 0         -39800.000000          0.000000
      7:15: 0         -40100.000000          0.000000
      7:45: 0         -41000.000000          0.000000
      8:15: 0         -41000.000000          0.000000
      8:45: 0         -41000.000000          0.000000
      9:15: 0         -40600.000000          0.000000
      9:45: 0         -39600.000000          0.000000
     10:15: 0         -40000.000000          0.000000
     10:45: 0         -40300.000000          0.000000
     11:15: 0         -40600.000000          0.000000
     11:45: 0         -40600.000000          0.000000
     12:15: 0         -39900.000000          0.000000
     12:45: 0         -39600.000000          0.000000
     13:15: 0         -39500.000000          0.000000
     13:45: 0         -40000.000000          0.000000
     14:15: 0         -40300.000000          0.000000
     14:45: 0         -40000.000000          0.000000
     15:15: 0         -40400.000000          0.000000
     15:45: 0         -40900.000000          0.000000
     16:15: 0         -40800.000000          0.000000
     16:45: 0         -40700.000000          0.000000
     17:15: 0         -40700.000000          0.000000
     17:45: 0         -40800.000000          0.000000
     18:15: 0         -40800.000000          0.000000
     18:45: 0         -40400.000000          0.000000
     19:15: 0         -40500.000000          0.000000
     19:45: 0         -40700.000000          0.000000
     20:15: 0         -40600.000000          0.000000
     20:45: 0         -40700.000000          0.000000
     21:15: 0         -40700.000000          0.000000
     21:45: 0         -40600.000000          0.000000
     22:15: 0         -40400.000000          0.000000
     22:45: 0         -41000.000000          0.000000
     23:15: 0         -40900.000000          0.000000
     23:45: 0         -40000.000000          0.000000
     24:15: 0         -39700.000000          0.000000
     24:45: 0         -39600.000000          0.000000
     25:15: 0         -39700.000000          0.000000
     25:45: 0         -39700.000000          0.000000
     26:15: 0         -39900.000000          0.000000
     26:45: 0         -39900.000000          0.000000
     27:15: 0         -39800.000000          0.000000
     27:45: 0         -39700.000000          0.000000
     28:15: 0         -40700.000000          0.000000
     28:45: 0         -40700.000000          0.000000
     29:15: 0         -39700.000000          0.000000
     29:45: 0         -39900.000000          0.000000
     30:15: 0         -40100.000000          0.000000
     30:45: 0         -40000.000000          0.000000
     31:15: 0         -40300.000000          0.000000
     31:45: 0         -40700.000000          0.000000
     32:15: 0         -40700.000000          0.000000
     32:45: 0         -40900.000000          0.000000
     33:15: 0         -42000.000000          0.000000
     33:45: 0         -41800.000000          0.000000
     34:15: 0         -40200.000000          0.000000
     34:45: 0         -40100.000000          0.000000
     35:15: 0         -40300.000000          0.000000
     35:45: 0         -40300.000000          0.000000
     36:15: 0         -40400.000000          0.000000
     36:45: 0         -40500.000000          0.000000
     37:15: 0         -40200.000000          0.000000
     37:45: 0         -40200.000000          0.000000
     38:15: 0         -40600.000000          0.000000
     38:45: 0         -40600.000000          0.000000
     39:15: 0         -40100.000000          0.000000
     39:45: 0         -39900.000000          0.000000
     40:15: 0         -40200.000000          0.000000
     40:45: 0         -40300.000000          0.000000
     41:15: 0         -40400.000000          0.000000
     41:45: 0         -40500.000000          0.000000
     42:15: 0         -40400.000000          0.000000
     42:45: 0         -40700.000000          0.000000
     43:15: 0         -41500.000000          0.000000
     43:45: 0         -40900.000000          0.000000
     44:15: 0         -39900.000000          0.000000
     44:45: 0         -40000.000000          0.000000
     45:15: 0         -40200.000000          0.000000
     45:45: 0         -40400.000000          0.000000
     46:15: 0         -40300.000000          0.000000
     46:45: 0         -40100.000000          0.000000
     47:15: 0         -40700.000000          0.000000
     47:45: 0         -40500.000000          0.000000
     48:15: 0         -41500.000000          0.000000
     48:45: 0         -41400.000000          0.000000
     49:15: 0         -39600.000000          0.000000
     49:45: 0         -39900.000000          0.000000
     50:15: 0         -39900.000000          0.000000
     50:45: 0         -39500.000000          0.000000
     51:15: 0         -39600.000000          0.000000
     51:45: 0         -39900.000000          0.000000
     52:15: 0         -40600.000000          0.000000
     52:45: 0         -40400.000000          0.000000
     53:15: 0         -39700.000000          0.000000
     53:45: 0         -39700.000000          0.000000
     54:15: 0         -39700.000000          0.000000
     54:45: 0         -39700.000000          0.000000
     55:15: 0         -40000.000000          0.000000
     55:45: 0         -41000.000000          0.000000
     56:15: 0         -41000.000000          0.000000
     56:45: 0         -40200.000000          0.000000
     57:15: 0         -40400.000000          0.000000
     57:45: 0         -40500.000000          0.000000
     58:15: 0         -40100.000000          0.000000
     58:45: 0         -40600.000000          0.000000
     59:15: 0         -40700.000000          0.000000
     59:45: 0         -40800.000000          0.000000
     60:15: 0         -40600.000000          0.000000
     60:45: 0         -40100.000000          0.000000
     61:15: 0         -40400.000000          0.000000
     61:45: 0         -40500.000000          0.000000
     62:15: 0         -40400.000000          0.000000
     62:45: 0         -40100.000000          0.000000
     63:15: 0         -40600.000000          0.000000
     63:45: 0         -40600.000000          0.000000
     64:15: 0         -40100.000000          0.000000
     64:45: 0         -40400.000000          0.000000
     65:15: 0         -40500.000000          0.000000
     65:45: 0         -40400.000000          0.000000
     66:15: 0         -40700.000000          0.000000
     66:45: 0         -40700.000000          0.000000
     67:15: 0         -40500.000000          0.000000
     67:45: 0         -40500.000000          0.000000
     68:15: 0         -40300.000000          0.000000
     68:45: 0         -40000.000000          0.000000
     69:15: 0         -39900.000000          0.000000
     69:45: 0         -40000.000000          0.000000
     70:15: 0         -39900.000000          0.000000
     70:45: 0         -40900.000000          0.000000
     71:15: 0         -40800.000000          0.000000
     71:45: 0         -39700.000000          0.000000
     72:15: 0         -39700.000000          0.000000
     72:45: 0         -39700.000000          0.000000
     73:15: 0         -39700.000000          0.000000
     73:45: 0         -39600.000000          0.000000
     74:15: 0         -39700.000000          0.000000
     74:45: 0         -39700.000000          0.000000
     75:15: 0         -39800.000000          0.000000
     75:45: 0         -39800.000000          0.000000
     76:15: 0         -39700.000000          0.000000
     76:45: 0         -39800.000000          0.000000
