 
Zone db temperature (degC)
For zone: room
 
#Time "Base case       ","U01 0.33        ","U01 0.60        ","U01 0.90        ","U01 1.37        ","U01 3.16        ","U01 0.89        ","U01-0.62        ","U01 1.30        ","M-C run:   9    ",
44.71354,6.3291,6.3764,6.3421,6.3522,6.3639,6.3818,6.4473,6.3634,6.3045,6.3790
44.72395,6.2990,6.3460,6.3119,6.3219,6.3336,6.3514,6.4165,6.3330,6.2746,6.3485
44.73437,6.2724,6.3191,6.2853,6.2952,6.3068,6.3244,6.3892,6.3062,6.2482,6.3216
44.74479,6.2482,6.2946,6.2610,6.2708,6.2823,6.2999,6.3642,6.2818,6.2242,6.2971
44.75520,6.1456,6.1915,6.1582,6.1680,6.1794,6.1968,6.2606,6.1788,6.1218,6.1940
44.76562,5.9485,5.9936,5.9609,5.9705,5.9817,5.9987,6.0613,5.9811,5.9252,5.9960
44.77604,5.8108,5.8544,5.8227,5.8318,5.8428,5.8595,5.9204,5.8423,5.7882,5.8568
44.78645,5.7557,5.7981,5.7671,5.7759,5.7867,5.8030,5.8628,5.7862,5.7339,5.8004
44.79687,5.7084,5.7507,5.7199,5.7287,5.7394,5.7555,5.8150,5.7389,5.6866,5.7530
44.80729,5.6640,5.7065,5.6757,5.6848,5.6953,5.7114,5.7711,5.6948,5.6420,5.7088
44.81770,5.6242,5.6669,5.6359,5.6451,5.6557,5.6718,5.7319,5.6551,5.6022,5.6693
44.82812,5.5870,5.6300,5.5988,5.6080,5.6186,5.6349,5.6951,5.6181,5.5650,5.6323
44.83854,5.5518,5.5949,5.5636,5.5728,5.5835,5.5998,5.6601,5.5830,5.5296,5.5972
44.84895,5.5181,5.5613,5.5300,5.5391,5.5499,5.5662,5.6266,5.5493,5.4958,5.5636
44.85937,5.4856,5.5290,5.4976,5.5068,5.5175,5.5340,5.5945,5.5170,5.4633,5.5313
44.86979,5.4542,5.4977,5.4662,5.4754,5.4863,5.5027,5.5635,5.4857,5.4318,5.5001
44.88020,5.4261,5.4698,5.4381,5.4474,5.4582,5.4748,5.5358,5.4577,5.4035,5.4721
44.89062,5.4039,5.4478,5.4160,5.4253,5.4362,5.4528,5.5140,5.4357,5.3813,5.4502
44.90104,5.3860,5.4298,5.3980,5.4073,5.4183,5.4349,5.4963,5.4177,5.3633,5.4322
44.91145,5.3696,5.4135,5.3817,5.3910,5.4019,5.4186,5.4800,5.4014,5.3468,5.4159
44.92187,5.3520,5.3963,5.3642,5.3736,5.3846,5.4014,5.4628,5.3840,5.3292,5.3987
44.93229,5.3306,5.3750,5.3428,5.3522,5.3632,5.3801,5.4419,5.3627,5.3076,5.3774
44.94270,5.3068,5.3514,5.3192,5.3287,5.3397,5.3566,5.4188,5.3392,5.2834,5.3539
44.95312,5.2831,5.3282,5.2956,5.3053,5.3164,5.3333,5.3960,5.3159,5.2591,5.3306
44.96354,5.2569,5.3028,5.2697,5.2795,5.2909,5.3079,5.3709,5.2903,5.2327,5.3052
44.97395,5.2256,5.2721,5.2385,5.2485,5.2600,5.2773,5.3406,5.2594,5.2011,5.2746
44.98437,5.1912,5.2379,5.2042,5.2142,5.2258,5.2432,5.3072,5.2252,5.1665,5.2404
44.99479,5.1561,5.2030,5.1692,5.1793,5.1908,5.2083,5.2731,5.1903,5.1313,5.2055
 
45.00520,5.1228,5.1700,5.1360,5.1460,5.1576,5.1753,5.2408,5.1570,5.0978,5.1725
45.01562,5.0940,5.1416,5.1073,5.1174,5.1291,5.1470,5.2131,5.1285,5.0688,5.1442
45.02604,5.0680,5.1161,5.0815,5.0917,5.1036,5.1216,5.1882,5.1030,5.0424,5.1187
45.03645,5.0424,5.0912,5.0560,5.0665,5.0786,5.0967,5.1638,5.0779,5.0164,5.0938
45.04687,5.0171,5.0667,5.0309,5.0416,5.0539,5.0722,5.1398,5.0532,4.9908,5.0693
45.05729,4.9922,5.0427,5.0063,5.0170,5.0295,5.0483,5.1163,5.0289,4.9656,5.0453
45.06770,4.9678,5.0189,4.9820,4.9929,5.0056,5.0247,5.0932,5.0049,4.9408,5.0216
45.07812,4.9436,4.9954,4.9580,4.9690,4.9819,5.0013,5.0705,4.9812,4.9163,4.9982
45.08854,4.9182,4.9707,4.9328,4.9440,4.9570,4.9767,5.0468,4.9564,4.8906,4.9735
45.09895,4.8901,4.9432,4.9048,4.9162,4.9293,4.9492,5.0201,4.9286,4.8621,4.9460
45.10937,4.8603,4.9138,4.8751,4.8866,4.8998,4.9199,4.9915,4.8992,4.8320,4.9167
45.11979,4.8302,4.8842,4.8451,4.8567,4.8701,4.8903,4.9625,4.8694,4.8017,4.8871
45.13020,4.7961,4.8505,4.8112,4.8228,4.8363,4.8567,4.9293,4.8356,4.7674,4.8534
45.14062,4.7536,4.8082,4.7687,4.7804,4.7939,4.8144,4.8873,4.7933,4.7247,4.8111
45.15104,4.7056,4.7599,4.7207,4.7324,4.7458,4.7660,4.8395,4.7452,4.6767,4.7628
45.16145,4.6555,4.7095,4.6704,4.6821,4.6955,4.7155,4.7902,4.6949,4.6269,4.7123
45.17187,4.6062,4.6607,4.6210,4.6328,4.6464,4.6669,4.7428,4.6457,4.5778,4.6636
45.18229,4.5616,4.6171,4.5766,4.5885,4.6024,4.6235,4.7004,4.6017,4.5328,4.6201
45.19270,4.5200,4.5764,4.5355,4.5475,4.5615,4.5829,4.6604,4.5608,4.4908,4.5795
45.20312,4.4785,4.5355,4.4942,4.5064,4.5205,4.5420,4.6202,4.5198,4.4490,4.5385
45.21354,4.4417,4.4990,4.4575,4.4697,4.4840,4.5055,4.5848,4.4833,4.4118,4.5021
45.22395,4.4151,4.4728,4.4310,4.4434,4.4577,4.4793,4.5594,4.4570,4.3850,4.4759
45.23437,4.3949,4.4530,4.4109,4.4234,4.4378,4.4596,4.5400,4.4371,4.3647,4.4561
45.24479,4.3761,4.4346,4.3922,4.4047,4.4192,4.4412,4.5217,4.4185,4.3459,4.4377
45.25520,4.3592,4.4177,4.3752,4.3877,4.4022,4.4244,4.5053,4.4015,4.3292,4.4209
45.26562,4.3452,4.4034,4.3610,4.3734,4.3880,4.4101,4.4915,4.3872,4.3146,4.4065
45.27604,4.3327,4.3912,4.3486,4.3612,4.3760,4.3978,4.4793,4.3752,4.3012,4.3943
45.28645,4.3200,4.3801,4.3366,4.3496,4.3648,4.3868,4.4683,4.3641,4.2879,4.3832
45.29687,4.3084,4.3703,4.3256,4.3389,4.3543,4.3772,4.4597,4.3535,4.2759,4.3735
45.30729,4.2994,4.3624,4.3168,4.3302,4.3458,4.3695,4.4541,4.3450,4.2664,4.3657
45.31770,4.2920,4.3558,4.3096,4.3233,4.3391,4.3631,4.4497,4.3383,4.2585,4.3592
45.32812,4.2873,4.3520,4.3051,4.3190,4.3350,4.3593,4.4474,4.3342,4.2533,4.3554
45.33854,4.3647,4.4306,4.3829,4.3970,4.4133,4.4381,4.5280,4.4125,4.3302,4.4341
45.34895,4.5303,4.5979,4.5490,4.5634,4.5801,4.6056,4.6980,4.5793,4.4950,4.6015
45.35937,4.6283,4.6972,4.6473,4.6620,4.6791,4.7050,4.7993,4.6782,4.5923,4.7009
45.36979,4.6529,4.7223,4.6721,4.6869,4.7041,4.7302,4.8252,4.7032,4.6167,4.7260
45.38020,4.7028,4.7725,4.7220,4.7369,4.7542,4.7804,4.8758,4.7533,4.6664,4.7762
45.39062,4.8046,4.8746,4.8239,4.8389,4.8562,4.8826,4.9784,4.8554,4.7680,4.8784
45.40104,4.9593,5.0297,4.9787,4.9938,5.0112,5.0377,5.1341,5.0104,4.9225,5.0335
45.41145,5.1533,5.2243,5.1728,5.1880,5.2056,5.2323,5.3295,5.2047,5.1162,5.2280
45.42187,5.3745,5.4457,5.3941,5.4093,5.4269,5.4538,5.5512,5.4261,5.3372,5.4495
45.43229,5.6034,5.6741,5.6229,5.6380,5.6557,5.6822,5.7790,5.6547,5.5665,5.6779
45.44270,5.8194,5.8898,5.8388,5.8538,5.8716,5.8977,5.9941,5.8704,5.7827,5.8935
45.45312,6.0239,6.0941,6.0432,6.0582,6.0759,6.1021,6.1984,6.0748,5.9872,6.0979
45.46354,6.2238,6.2939,6.2431,6.2581,6.2756,6.3018,6.3978,6.2746,6.1873,6.2976
45.47395,6.4192,6.4889,6.4384,6.4533,6.4707,6.4969,6.5924,6.4697,6.3828,6.4927
45.48437,6.6103,6.6797,6.6295,6.6443,6.6616,6.6876,6.7827,6.6606,6.5742,6.6834
45.49479,6.7990,6.8679,6.8180,6.8327,6.8498,6.8757,6.9703,6.8489,6.7631,6.8716
45.50520,6.9811,7.0494,6.9999,7.0145,7.0315,7.0572,7.1511,7.0306,6.9455,7.0531
45.51562,7.1486,7.2163,7.1672,7.1817,7.1985,7.2240,7.3172,7.1976,7.1134,7.2199
45.52604,7.3012,7.3681,7.3196,7.3339,7.3505,7.3757,7.4680,7.3497,7.2665,7.3717
45.53645,7.4436,7.5096,7.4617,7.4758,7.4922,7.5171,7.6084,7.4914,7.4095,7.5131
45.54687,7.5719,7.6369,7.5897,7.6036,7.6197,7.6443,7.7344,7.6189,7.5384,7.6404
45.55729,7.6767,7.7404,7.6941,7.7077,7.7236,7.7477,7.8366,7.7228,7.6438,7.7439
45.56770,7.7585,7.8210,7.7756,7.7889,7.8044,7.8281,7.9156,7.8037,7.7265,7.8243
45.57812,7.8248,7.8858,7.8415,7.8545,7.8696,7.8928,7.9787,7.8689,7.7936,7.8891
45.58854,7.9049,7.9643,7.9211,7.9337,7.9485,7.9712,8.0553,7.9478,7.8746,7.9675
45.59895,8.0514,8.1091,8.0671,8.0794,8.0937,8.1157,8.1978,8.0930,8.0222,8.1122
45.60937,8.2688,8.3244,8.2839,8.2957,8.3096,8.3309,8.4106,8.3089,8.2407,8.3274
45.61979,8.5161,8.5695,8.5306,8.5419,8.5553,8.5758,8.6530,8.5546,8.4893,8.5725
45.63020,8.7348,8.7858,8.7486,8.7594,8.7722,8.7918,8.8661,8.7715,8.7094,8.7886
45.64062,8.8422,8.8906,8.8553,8.8655,8.8776,8.8963,8.9676,8.8770,8.8182,8.8933
45.65104,8.8176,8.8635,8.8300,8.8397,8.8511,8.8689,8.9372,8.8506,8.7951,8.8661
45.66145,8.7154,8.7588,8.7270,8.7362,8.7470,8.7640,8.8294,8.7465,8.6942,8.7612
45.67187,8.5738,8.6150,8.5848,8.5935,8.6038,8.6199,8.6827,8.6033,8.5539,8.6173
45.68229,8.4030,8.4421,8.4134,8.4216,8.4314,8.4468,8.5072,8.4309,8.3843,8.4443
45.69270,8.2118,8.2489,8.2216,8.2294,8.2387,8.2534,8.3117,8.2383,8.1943,8.2510
45.70312,8.0141,8.0494,8.0234,8.0308,8.0396,8.0537,8.1100,8.0392,7.9976,8.0514
45.71354,7.8279,7.8613,7.8366,7.8436,7.8520,7.8654,7.9196,7.8516,7.8126,7.8632
45.72395,7.6685,7.6997,7.6766,7.6831,7.6910,7.7036,7.7550,7.6906,7.6544,7.7015
45.73437,7.5402,7.5690,7.5477,7.5537,7.5610,7.5727,7.6214,7.5606,7.5274,7.5708
45.74479,7.4393,7.4658,7.4460,7.4515,7.4583,7.4692,7.5151,7.4579,7.4277,7.4674
45.75520,7.2753,7.2996,7.2815,7.2865,7.2927,7.3027,7.3458,7.2923,7.2650,7.3011
45.76562,7.0185,7.0401,7.0238,7.0281,7.0329,7.0433,7.0851,7.0327,7.0096,7.0417
45.77604,6.8329,6.8517,6.8373,6.8408,6.8441,6.8549,6.8951,6.8441,6.8256,6.8533
45.78645,6.7598,6.7761,6.7637,6.7667,6.7702,6.7788,6.8137,6.7700,6.7538,6.7774
45.79687,6.7077,6.7218,6.7110,6.7139,6.7175,6.7237,6.7534,6.7173,6.7028,6.7227
45.80729,6.6543,6.6660,6.6570,6.6593,6.6625,6.6678,6.6942,6.6623,6.6507,6.6669
45.81770,6.6052,6.6147,6.6073,6.6092,6.6117,6.6162,6.6398,6.6115,6.6027,6.6155
45.82812,6.5615,6.5690,6.5630,6.5645,6.5665,6.5702,6.5909,6.5664,6.5600,6.5696
45.83854,6.5246,6.5302,6.5257,6.5267,6.5282,6.5312,6.5492,6.5281,6.5237,6.5307
45.84895,6.4949,6.4991,6.4955,6.4963,6.4975,6.5000,6.5158,6.4974,6.4942,6.4995
45.85937,6.4676,6.4712,6.4682,6.4687,6.4698,6.4720,6.4866,6.4697,6.4677,6.4716
45.86979,6.4419,6.4447,6.4422,6.4426,6.4435,6.4454,6.4586,6.4434,6.4429,6.4450
45.88020,6.4198,6.4214,6.4198,6.4199,6.4205,6.4219,6.4336,6.4204,6.4213,6.4216
45.89062,6.4014,6.4019,6.4011,6.4010,6.4013,6.4023,6.4124,6.4013,6.4031,6.4021
45.90104,6.3855,6.3854,6.3851,6.3849,6.3850,6.3857,6.3945,6.3850,6.3876,6.3856
45.91145,6.3719,6.3712,6.3713,6.3710,6.3710,6.3715,6.3792,6.3710,6.3741,6.3714
45.92187,6.3580,6.3570,6.3574,6.3570,6.3569,6.3572,6.3641,6.3569,6.3603,6.3572
45.93229,6.3409,6.3397,6.3402,6.3398,6.3396,6.3399,6.3460,6.3396,6.3433,6.3398
45.94270,6.3217,6.3204,6.3211,6.3206,6.3204,6.3205,6.3262,6.3204,6.3240,6.3205
45.95312,6.3021,6.3007,6.3014,6.3010,6.3008,6.3009,6.3061,6.3008,6.3042,6.3008
45.96354,6.2817,6.2806,6.2812,6.2808,6.2806,6.2807,6.2856,6.2806,6.2837,6.2807
45.97395,6.2612,6.2603,6.2607,6.2604,6.2603,6.2604,6.2653,6.2603,6.2629,6.2604
45.98437,6.2408,6.2403,6.2404,6.2402,6.2402,6.2404,6.2454,6.2401,6.2422,6.2404
45.99479,6.2206,6.2205,6.2204,6.2202,6.2203,6.2207,6.2259,6.2203,6.2216,6.2207
 
46.00520,6.2005,6.2010,6.2005,6.2005,6.2007,6.2013,6.2068,6.2007,6.2012,6.2012
46.01562,6.1806,6.1817,6.1808,6.1809,6.1813,6.1821,6.1881,6.1812,6.1809,6.1819
46.02604,6.1608,6.1627,6.1612,6.1615,6.1620,6.1630,6.1697,6.1620,6.1607,6.1629
46.03645,6.1411,6.1437,6.1417,6.1422,6.1429,6.1442,6.1515,6.1429,6.1405,6.1440
46.04687,6.1188,6.1222,6.1196,6.1203,6.1212,6.1227,6.1308,6.1211,6.1177,6.1225
46.05729,6.0904,6.0946,6.0915,6.0923,6.0934,6.0953,6.1042,6.0934,6.0888,6.0950
46.06770,6.0582,6.0633,6.0595,6.0605,6.0618,6.0640,6.0737,6.0618,6.0561,6.0636
46.07812,6.0249,6.0308,6.0265,6.0277,6.0292,6.0316,6.0423,6.0291,6.0223,6.0312
46.08854,5.9911,5.9979,5.9930,5.9944,5.9961,5.9988,6.0105,5.9960,5.9880,5.9984
46.09895,5.9574,5.9651,5.9595,5.9611,5.9631,5.9661,5.9788,5.9630,5.9538,5.9656
46.10937,5.9236,5.9322,5.9259,5.9277,5.9299,5.9333,5.9470,5.9298,5.9194,5.9328
46.11979,5.8892,5.8988,5.8919,5.8939,5.8963,5.9000,5.9148,5.8962,5.8845,5.8994
46.13020,5.8567,5.8673,5.8596,5.8619,5.8645,5.8686,5.8845,5.8644,5.8515,5.8679
46.14062,5.8287,5.8403,5.8319,5.8343,5.8372,5.8417,5.8588,5.8371,5.8229,5.8410
46.15104,5.8034,5.8159,5.8069,5.8095,5.8126,5.8174,5.8357,5.8125,5.7971,5.8167
46.16145,5.7785,5.7920,5.7822,5.7851,5.7884,5.7936,5.8131,5.7883,5.7716,5.7928
46.17187,5.7538,5.7683,5.7578,5.7609,5.7645,5.7700,5.7907,5.7643,5.7463,5.7691
46.18229,5.7290,5.7446,5.7334,5.7366,5.7405,5.7464,5.7683,5.7403,5.7211,5.7454
46.19270,5.7039,5.7205,5.7085,5.7120,5.7161,5.7224,5.7456,5.7159,5.6954,5.7214
46.20312,5.6786,5.6961,5.6834,5.6872,5.6915,5.6981,5.7226,5.6913,5.6695,5.6971
46.21354,5.6533,5.6718,5.6585,5.6624,5.6670,5.6740,5.6997,5.6668,5.6437,5.6729
46.22395,5.6283,5.6478,5.6337,5.6378,5.6427,5.6500,5.6770,5.6424,5.6181,5.6489
46.23437,5.6034,5.6239,5.6091,5.6135,5.6185,5.6263,5.6545,5.6183,5.5927,5.6250
46.24479,5.5786,5.6001,5.5846,5.5891,5.5945,5.6026,5.6320,5.5942,5.5674,5.6013
46.25520,5.5539,5.5764,5.5602,5.5649,5.5705,5.5789,5.6097,5.5702,5.5422,5.5776
46.26562,5.5294,5.5528,5.5359,5.5408,5.5466,5.5554,5.5874,5.5464,5.5171,5.5540
46.27604,5.5049,5.5292,5.5117,5.5168,5.5229,5.5320,5.5652,5.5226,5.4921,5.5306
46.28645,5.4805,5.5058,5.4876,5.4929,5.4992,5.5087,5.5431,5.4989,5.4673,5.5072
46.29687,5.4586,5.4848,5.4659,5.4715,5.4780,5.4878,5.5235,5.4777,5.4449,5.4863
46.30729,5.4420,5.4691,5.4495,5.4553,5.4620,5.4722,5.5091,5.4617,5.4278,5.4706
46.31770,5.4294,5.4573,5.4371,5.4431,5.4500,5.4605,5.4985,5.4497,5.4147,5.4588
46.32812,5.4229,5.4516,5.4308,5.4369,5.4441,5.4548,5.4940,5.4437,5.4078,5.4531
46.33854,5.5115,5.5418,5.5198,5.5262,5.5337,5.5449,5.5844,5.5333,5.4959,5.5432
46.34895,5.7153,5.7468,5.7237,5.7303,5.7381,5.7496,5.7894,5.7377,5.6994,5.7480
46.35937,5.8720,5.9033,5.8805,5.8871,5.8948,5.9066,5.9484,5.8945,5.8558,5.9048
46.36979,5.9592,5.9915,5.9682,5.9751,5.9831,5.9953,6.0396,5.9827,5.9422,5.9933
46.38020,6.0617,6.0955,6.0711,6.0783,6.0867,6.0993,6.1448,6.0862,6.0438,6.0973
46.39062,6.1677,6.2021,6.1772,6.1846,6.1931,6.2060,6.2522,6.1927,6.1495,6.2039
46.40104,6.2504,6.2855,6.2601,6.2676,6.2763,6.2895,6.3367,6.2759,6.2318,6.2874
46.41145,6.3109,6.3468,6.3209,6.3286,6.3375,6.3509,6.3991,6.3370,6.2920,6.3488
46.42187,6.4023,6.4386,6.4124,6.4201,6.4291,6.4427,6.4915,6.4287,6.3830,6.4406
46.43229,6.6360,6.6722,6.6461,6.6538,6.6628,6.6763,6.7249,6.6623,6.6168,6.6742
46.44270,7.0758,7.1120,7.0859,7.0936,7.1026,7.1161,7.1647,7.1022,7.0567,7.1140
46.45312,7.6809,7.7171,7.6910,7.6987,7.7077,7.7212,7.7699,7.7072,7.6618,7.7191
46.46354,8.3125,8.3482,8.3224,8.3301,8.3389,8.3523,8.4002,8.3385,8.2936,8.3501
46.47395,8.7681,8.8030,8.7778,8.7853,8.7939,8.8069,8.8536,8.7935,8.7497,8.8048
46.48437,8.9699,9.0039,8.9794,8.9866,8.9951,9.0078,9.0532,8.9946,8.9519,9.0057
46.49479,9.0022,9.0356,9.0115,9.0187,9.0269,9.0394,9.0839,9.0265,8.9846,9.0374
46.50520,8.9660,8.9990,8.9752,8.9823,8.9904,9.0027,9.0464,8.9900,8.9486,9.0007
46.51562,8.9559,8.9887,8.9650,8.9720,8.9801,8.9924,9.0360,8.9797,8.9385,8.9904
46.52604,9.0231,9.0560,9.0323,9.0393,9.0474,9.0597,9.1037,9.0470,9.0057,9.0578
46.53645,9.1410,9.1738,9.1502,9.1571,9.1653,9.1776,9.2217,9.1649,9.1238,9.1756
46.54687,9.2623,9.2947,9.2713,9.2782,9.2862,9.2983,9.3423,9.2858,9.2455,9.2964
46.55729,9.3538,9.3853,9.3625,9.3692,9.3770,9.3889,9.4321,9.3766,9.3375,9.3870
46.56770,9.4121,9.4424,9.4205,9.4269,9.4344,9.4460,9.4882,9.4341,9.3966,9.4441
46.57812,9.4510,9.4799,9.4589,9.4650,9.4723,9.4833,9.5242,9.4719,9.4363,9.4815
46.58854,9.4697,9.4971,9.4772,9.4830,9.4898,9.5003,9.5397,9.4895,9.4559,9.4987
46.59895,9.4451,9.4710,9.4521,9.4576,9.4641,9.4740,9.5117,9.4637,9.4323,9.4724
46.60937,9.3582,9.3824,9.3648,9.3699,9.3759,9.3853,9.4214,9.3756,9.3464,9.3838
46.61979,9.2228,9.2454,9.2288,9.2336,9.2393,9.2481,9.2826,9.2390,9.2119,9.2467
46.63020,9.0733,9.0944,9.0789,9.0833,9.0887,9.0970,9.1300,9.0884,9.0633,9.0957
46.64062,8.9448,8.9644,8.9500,8.9540,8.9590,8.9668,8.9983,8.9587,8.9358,8.9655
46.65104,8.8447,8.8626,8.8494,8.8531,8.8576,8.8649,8.8946,8.8574,8.8367,8.8637
46.66145,8.7533,8.7694,8.7574,8.7608,8.7649,8.7715,8.7994,8.7647,8.7463,8.7705
46.67187,8.6636,8.6779,8.6672,8.6701,8.6738,8.6798,8.7056,8.6736,8.6577,8.6788
46.68229,8.5813,8.5936,8.5843,8.5868,8.5900,8.5953,8.6188,8.5898,8.5765,8.5944
46.69270,8.5076,8.5177,8.5100,8.5120,8.5147,8.5192,8.5402,8.5146,8.5040,8.5184
46.70312,8.4403,8.4486,8.4423,8.4440,8.4461,8.4498,8.4681,8.4460,8.4378,8.4492
46.71354,8.3795,8.3861,8.3811,8.3826,8.3842,8.3871,8.4029,8.3841,8.3778,8.3866
46.72395,8.3287,8.3334,8.3297,8.3307,8.3319,8.3342,8.3480,8.3318,8.3281,8.3338
46.73437,8.2879,8.2905,8.2882,8.2886,8.2894,8.2912,8.3027,8.2894,8.2884,8.2909
46.74479,8.2536,8.2544,8.2534,8.2534,8.2538,8.2548,8.2638,8.2537,8.2551,8.2546
46.75520,8.1453,8.1442,8.1446,8.1442,8.1441,8.1444,8.1509,8.1441,8.1477,8.1443
46.76562,7.9461,7.9433,7.9449,7.9442,7.9436,7.9433,7.9474,7.9436,7.9493,7.9433
46.77604,7.8099,7.8054,7.8083,7.8072,7.8062,7.8052,7.8069,7.8062,7.8139,7.8054
46.78645,7.7642,7.7584,7.7622,7.7608,7.7595,7.7580,7.7579,7.7596,7.7689,7.7582
46.79687,7.7304,7.7238,7.7283,7.7267,7.7252,7.7234,7.7220,7.7253,7.7355,7.7237
46.80729,7.6951,7.6878,7.6928,7.6911,7.6894,7.6872,7.6845,7.6894,7.7006,7.6875
46.81770,7.6609,7.6526,7.6583,7.6564,7.6545,7.6520,7.6477,7.6546,7.6667,7.6524
46.82812,7.6292,7.6202,7.6265,7.6244,7.6223,7.6195,7.6138,7.6224,7.6354,7.6199
46.83854,7.6027,7.5930,7.5998,7.5976,7.5953,7.5922,7.5854,7.5954,7.6092,7.5927
46.84895,7.5847,7.5744,7.5817,7.5793,7.5769,7.5735,7.5656,7.5770,7.5914,7.5740
46.85937,7.5730,7.5622,7.5698,7.5674,7.5648,7.5612,7.5523,7.5649,7.5800,7.5617
46.86979,7.5640,7.5527,7.5607,7.5582,7.5555,7.5517,7.5419,7.5556,7.5711,7.5523
46.88020,7.5541,7.5425,7.5507,7.5481,7.5453,7.5414,7.5309,7.5454,7.5613,7.5420
46.89062,7.5394,7.5275,7.5359,7.5333,7.5305,7.5264,7.5153,7.5306,7.5466,7.5271
46.90104,7.5217,7.5098,7.5183,7.5156,7.5128,7.5087,7.4972,7.5129,7.5289,7.5093
46.91145,7.5041,7.4922,7.5007,7.4980,7.4952,7.4911,7.4792,7.4953,7.5112,7.4917
46.92187,7.4838,7.4721,7.4805,7.4778,7.4750,7.4709,7.4590,7.4751,7.4908,7.4716
46.93229,7.4574,7.4459,7.4541,7.4516,7.4488,7.4447,7.4327,7.4489,7.4642,7.4454
46.94270,7.4269,7.4157,7.4237,7.4212,7.4185,7.4146,7.4027,7.4186,7.4335,7.4152
46.95312,7.3954,7.3845,7.3923,7.3899,7.3873,7.3834,7.3717,7.3874,7.4017,7.3840
46.96354,7.3630,7.3526,7.3601,7.3578,7.3552,7.3515,7.3401,7.3553,7.3691,7.3521
46.97395,7.3299,7.3199,7.3271,7.3249,7.3225,7.3189,7.3079,7.3226,7.3356,7.3195
46.98437,7.2961,7.2866,7.2935,7.2914,7.2891,7.2857,7.2751,7.2892,7.3015,7.2862
46.99479,7.2616,7.2527,7.2591,7.2572,7.2550,7.2518,7.2418,7.2551,7.2667,7.2523
 
47.00520,7.2324,7.2241,7.2301,7.2283,7.2263,7.2233,7.2138,7.2263,7.2371,7.2238
47.01562,7.2163,7.2086,7.2142,7.2125,7.2106,7.2078,7.1990,7.2107,7.2207,7.2083
47.02604,7.2096,7.2025,7.2077,7.2061,7.2044,7.2018,7.1936,7.2044,7.2136,7.2022
47.03645,7.2054,7.1990,7.2037,7.2022,7.2007,7.1983,7.1908,7.2007,7.2090,7.1987
47.04687,7.1994,7.1937,7.1979,7.1966,7.1952,7.1931,7.1863,7.1953,7.2026,7.1935
47.05729,7.1879,7.1828,7.1865,7.1854,7.1842,7.1824,7.1764,7.1842,7.1906,7.1826
47.06770,7.1728,7.1685,7.1717,7.1707,7.1696,7.1681,7.1629,7.1697,7.1751,7.1683
47.07812,7.1572,7.1537,7.1563,7.1555,7.1546,7.1533,7.1490,7.1547,7.1591,7.1535
47.08854,7.1414,7.1386,7.1407,7.1401,7.1394,7.1384,7.1349,7.1394,7.1429,7.1385
47.09895,7.1254,7.1234,7.1249,7.1244,7.1240,7.1232,7.1206,7.1240,7.1264,7.1233
47.10937,7.1093,7.1081,7.1091,7.1088,7.1085,7.1080,7.1064,7.1085,7.1100,7.1081
47.11979,7.0934,7.0929,7.0934,7.0932,7.0931,7.0929,7.0922,7.0931,7.0936,7.0930
47.13020,7.0775,7.0779,7.0777,7.0778,7.0779,7.0780,7.0782,7.0778,7.0773,7.0780
47.14062,7.0617,7.0629,7.0622,7.0624,7.0627,7.0630,7.0643,7.0626,7.0610,7.0630
47.15104,7.0459,7.0478,7.0465,7.0469,7.0474,7.0481,7.0503,7.0474,7.0447,7.0480
47.16145,7.0300,7.0328,7.0309,7.0314,7.0321,7.0331,7.0363,7.0321,7.0284,7.0329
47.17187,7.0112,7.0148,7.0123,7.0131,7.0139,7.0152,7.0194,7.0139,7.0092,7.0150
47.18229,6.9861,6.9904,6.9874,6.9883,6.9894,6.9909,6.9961,6.9893,6.9836,6.9907
47.19270,6.9566,6.9617,6.9581,6.9592,6.9605,6.9623,6.9685,6.9604,6.9537,6.9620
47.20312,6.9258,6.9316,6.9275,6.9287,6.9302,6.9323,6.9394,6.9301,6.9225,6.9320
47.21354,6.8996,6.9063,6.9016,6.9030,6.9046,6.9070,6.9151,6.9045,6.8959,6.9067
47.22395,6.8854,6.8928,6.8876,6.8891,6.8910,6.8936,6.9027,6.8909,6.8813,6.8932
47.23437,6.8790,6.8872,6.8814,6.8831,6.8852,6.8881,6.8982,6.8851,6.8745,6.8877
47.24479,6.8744,6.8833,6.8770,6.8789,6.8811,6.8844,6.8954,6.8810,6.8694,6.8838
47.25520,6.8709,6.8806,6.8737,6.8758,6.8782,6.8817,6.8938,6.8781,6.8655,6.8812
47.26562,6.8685,6.8790,6.8716,6.8738,6.8764,6.8802,6.8933,6.8762,6.8628,6.8796
47.27604,6.8670,6.8783,6.8703,6.8726,6.8754,6.8795,6.8936,6.8753,6.8609,6.8789
47.28645,6.8662,6.8782,6.8697,6.8722,6.8752,6.8795,6.8946,6.8750,6.8597,6.8789
47.29687,6.8633,6.8759,6.8669,6.8696,6.8727,6.8774,6.8934,6.8726,6.8563,6.8767
47.30729,6.8548,6.8682,6.8587,6.8615,6.8648,6.8697,6.8866,6.8647,6.8475,6.8690
47.31770,6.8432,6.8573,6.8473,6.8503,6.8537,6.8589,6.8767,6.8536,6.8355,6.8581
47.32812,6.8324,6.8472,6.8366,6.8398,6.8434,6.8488,6.8675,6.8432,6.8244,6.8480
